landmark2,0.9993,-7.8045,1.7439
landmark1,4.9872,1.0855,1.8766
uwb_dataset3,-1.1182,0.5534,-0.0591
anchor7,-3.1298,3.3829,0.1824
anchor2,3.7205,3.6519,0.1869
anchor5,3.8594,-3.8504,0.1808
anchor0,-3.1062,-4.0031,0.1832
anchor7_1,-3.1239,3.4107,0.2454
anchor7_2,-3.1971,3.3144,0.1350
anchor7_3,-3.0579,3.3619,0.1346
anchor2_1,3.7497,3.6478,0.2481
anchor2_2,3.6493,3.7162,0.1386
anchor2_3,3.7031,3.5802,0.1392
anchor5_1,3.8452,-3.8729,0.2428
anchor5_2,3.9436,-3.8033,0.1316
anchor5_3,3.7987,-3.8118,0.1309
anchor0_1,-3.1308,-3.9925,0.2449
anchor0_2,-3.0501,-4.0812,0.1329
anchor0_3,-3.0702,-3.9382,0.1338
